LISTEN TO AUDIO	Title	Composer	Performers	Date of composition	Date of perfomance	Notes/Description	Subjects	Physical Description	Type	Digital Reproduction Information	Digital Collection	Repository	Repository Collection Guide	Call Number/Location	Cite as	Restrictions	Contact and Ordering Information	Acquisition	File name	Language	Format	Coverage-Spatial	Publisher	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/cass-69_solomon_songs.mp3	Solomon songs.	Thornton, William.	Thornton, Alice Dutcher.; Casey, Linda.	1984	1984-06-05 (June 5, 1984)	Solomon Songs was written for Alice Dutcher, later to become Mrs. Thornton, with text from the Old Testament-- on the Song of Songs.  This performance took place at the Margarite B. Parker Chapel, Trinity University, San Antonio. Ms. Alice Dutcher,mezzo, and Linda Casey, piano, are the performers.	Sacred songs (Medium voice) with piano.	1 sound cassette (16 min.) : analog.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	cass-69_solomon_songs.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/48	48	49.pdf	/p15140coll54/image/49.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-87_sonatina_for_cello_and_piano-1st_movement_1942.mp3	Sonatina for violoncello (or clarinet) and piano.	Thornton, William.	Vandersall, D. R.; Sinclair, Jack.	1940	1943-11-24 (November 11, 1943)	This recording features D.R. Vandersall, violoncello, and Jack Sinclair, piano, performing only the first movement.	Sonatas (Violoncello and piano); Violoncello and piano music.; Solo instrument music.	1 sound disc (2 min. 15 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-87_sonatina_for_cello_and_piano-1st_movement_1942.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/49	49	50.pdf	/p15140coll54/image/50.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-27_first_string_quartet.mp3	String quartet no. 1.	Thornton, William.	Diguillian, Roger.; Caluda, Charles.; Perry, Edson.; Cruthirds, Harold.	1949	1953-04-08 (April 8, 1953)	This recording of String Quartet No. 1 was performed at Louisiana State University for the Tenth Festival of Contemporary Music, 1953.  It features Roger Diguillian, Charles Caluda, Edson Perry, and Harold Cruthirds. Contents: I. (begins at :00)--II. (begins at 9:00)--III. (begins at 16:16).  Instrumentation is 2 violins, viola, and cello.	Chamber music.; String quartets.; Festival of Contemporary Music (10th : 1953 : Baton Rouge, La.)	1 sound tape reel (22 min.) : analog, 7.5 ips, mono.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-27_first_string_quartet.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/50	50	51.pdf	/p15140coll54/image/51.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-91_string_quartet_IandII.mp3	String quartet no. 1.	Thornton, William.	Terwilliger, Darryl.; Zes, Tikey.; King, Beach.; Zes, Mary.	1949	1951	String Quartet No. 1 was first performed at the University of Southern California in 1951 for the Fourth Festival of Contemporary Arts.  This recording features Darryl Terwilliger, Tikey Zes, Beach King, and Mary Zes.  This recording is a combination of 2 separate recordings.  In part 1 of 2, the second movement is incomplete, stopping at measure 62.  Contents: I. (begins at :00)--II. (begins at 8:25).  Part 2 of 2, starts at measure 62 of the second movement. Contents: II. (begins at :00)--III. (begins at 2:32).   Instrumentation is for 2 violins, viola, violoncello. There are two dates that this performance could have come from, April 12, 1951 or April 14, 1951.	Chamber music.; String quartets.; Festival of Contemporary Arts (4th : 1951 : Los Angeles, Calif.)	1 sound disc (15 min.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-91_string_quartet_IandII.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/51	51	52.pdf	/p15140coll54/image/52.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-94_symphony_in_stone_montage_sequence_from_the_usc_motion_picture.mp3	Symphony in stone.	Thornton, William.	USC Symphony Orchestra.; Dahl, Ingolf, 1912-1970.	1950	1950? (probable year)	Symphony in Stone was written for the films Troy and Gonzales produced at the University of Southern California.  This recording features Ingolf Dahl conducting the University of Southern California Orchestra and contains only the Montage Sequence.  Instrumentation is flute, oboe, clarinet, bassoon, horn, piano, violins, violas, celli, bass.	Orchestral music.; Symphonies.; Motion picture music.; University of Southern California.	1 sound disc (2 min. 45 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-94_symphony_in_stone_montage_sequence_from_the_usc_motion_picture.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/52	52	53.pdf	/p15140coll54/image/53.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-87_the_moon_maiden_and_poem-vivian_thornton_1940.mp3	The moon maiden.	Thornton, William.	Beoleto, Julia.; Bremer, Frances.	1947	1943-11-24 (November 24, 1943)	The Moon Maiden is for soprano, Julia Beoleta, and piano, Frances Bremer.  The poem set to music is by Vivian Thornton.  It was first performed at Louisiana State University, 1943. This recording is somewhat distorted.  It begins at :12.	Songs (High voice) with piano.	1 sound disc (2 min. 15 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-87_the_moon_maiden_and_poem-vivian_thornton_1940.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/53	53	54.pdf	/p15140coll54/image/54.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-59_glimpse_of_a_girl-with_other_songs-original.mp3	Three songs of H.L. Sutton, glimpse of a girl.	Thornton, William.	Phillips, Rosalind.; McGee, Marvin.	1957	1966-03-26 (March 26, 1966)	This performance is at the Fifth Annual Contemporary Music Conference hosted at Sam Houston State University by Rosalind Phillips, soprano; Marvin McGee, piano.  This recording is of the first movement only: Glimpse of a Girl.	Songs (High voice) with piano.; Contemporary Music Conference (5th : 1966 : Huntsville, Tex.)	1 sound tape reel (9 min.) : analog, 7.5 ips, mono.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-59_glimpse_of_a_girl-with_other_songs-original.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/54	54	55.pdf	/p15140coll54/image/55.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-11_contrastes_mexicanos_4-17-1968.mp3	Contrastes mexicanos (orchestrated), 1970.	Thornton, William.	San Antonio Symphony Orchestra.; Garber, Harvey.	1970	1968-04-17 (April 17, 1968)	Orginally for 2 pianos, Contrastes Mexicanos was orchestrated at the request of Harvey Garber, the then associate of the San Antonio Symphony.  Place of performance unknown. Contents: I. La Plaza Garibaldi (begins at :00--II. La Ninfa con Arco (begins at 3:47)--III. Los Taxis (begins at 6:58).	Orchestral music.; Symphonies.	1 sound tape reel (10 min.) : analog, 7.5 ips, stereo.	sound; text;	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-11_contrastes_mexicanos_4-17-1968.mp3																		2012-01-04	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/55	55	56.pdf	/p15140coll54/image/56.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/cass-10_contrastes_mexicanos-orchestral_version.mp3	Contrastes mexicanos (orchestrated).	Thornton, William.	Trinity University (San Antonio, Tex.). Community Orchestra.; Fried, Gregory.; Garber, Harvey.	1970	1985-02-22 (February 22, 1985)	Orginally for 2 pianos, Contrastes Mexicanos was orchestrated at the request of Harvey Garber, the then associate of the San Antonio Symphony.  This recording is by the Trinity University Community Orchestra with Gregory Fried, conductor.  This is the performance of the Second Annual Honors Concert. Contents: I. La Plaza Garbaldi (begins at :00)--II. La Ninfa con Arco (begins at 3:37)--III. Los Taxis (begins at 6:50).	Orchestral music.; Symphonies.	1 sound cassette (26 min.) : analog, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	cass-10_contrastes_mexicanos-orchestral_version.mp3																		2012-01-04	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/56	56	57.pdf	/p15140coll54/image/57.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-46_serenade_for_winds_percussion_and_double_bass.mp3	Serenade for winds, percussion, and double bass.	Thornton, William.	Riedel, Johanis.	1950	1951-07-31 (July 31, 1951)	This work was first performed at the University of Southern California with Johanis Riedel, conductor.  Contents: I. Pastoral (begins at :36)--II. Interlude (begins at 7:44)--III. Finale (begins at 12:27).	Suites (Band); Symphonies.	1 sound tape reel (18 min.) : analog, 7.5 ips, mono.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-46_serenade_for_winds_percussion_and_double_bass.mp3																		2012-01-05	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/57	57	58.pdf	/p15140coll54/image/58.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-92_symphonic_dance_parts_I_IIandIII.mp3	Symphonic dance for orchestra.	Thornton, William.	Louisiana State University. Symphony Orchestra.; Hasselmans, Louis, 1878-1957. 	1941	1942-05-20 (May 20, 1942)	Symphonic Dance for Orchestra was first performed by the Louisiana State University Symphony Orchestra, Louis Hasselmans conducting.  This recording is a combination of 3 separate audio files.  Part 1 of 3 and runs until 1 measure after rehearsal letter H, part 2 of 3, starting at rehearsal letter H until 7 before rehearsal letter O, and part 3 of 3, beginning 4 measures before rehearsal letter N and continuing to the end.	Orchestral music.; Symphonies.	1 sound disc (4 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-92_symphonic_dance_parts_I_IIandIII.mp3																		2012-01-05	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/58	58	59.pdf	/p15140coll54/image/59.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-36_symphony_no1-original_1-23-1962.mp3	Symphony no. 1.	Thornton, William.	San Antonio Symphony Orchestra.; Castro, Rafael de.	1953	1962-01-23 (January 23, 1962)	This work was Thorton's Ph.D. Disseration for the University of Southern California.  It was first performed by the Dalls Symphony Orchestra with Donald Johanos, conductor.  This recording is of the San Antonio Symphony, Rafael de Castro conducting.  Contents: I. (begins at :29)--II. (begins at 7:50)--III. (begins at 13:46).	Orchestral music.; Symphonies.	1 sound tape reel (21 min.) : analog, 7.5 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-36_symphony_no1-original_1-23-1962.mp3																		2012-01-05	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/59	59	60.pdf	/p15140coll54/image/60.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-25_ntsu_festival_1970.mp3	Sonata for Harpsichord	Thornton, William.	Brown, Charles.	1966	1970-01-19 (January 19, 1970)	Sonata for Harpsichord was written for the Inaugural Recital of the Dowd Harpichord.  This recording is a performance by Charles Brown at the Festival of Texas Composers hosted by North Texas State University.  Contents: I. (begins at :00)--II. (begins at 4:05)--III. (begins at 9:56).	Sonatas (Harpsichord); Trinity University (San Antonio, Tex.)	1 sound tape reel (16 min.) : analog, 7.5 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-25_ntsu_festival_1970.mp3																		2012-01-12	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/60	60	61.pdf	/p15140coll54/image/61.pdf
