Title	Caption	Region	Vol #	Negative #	Date	Photographer	City	Digital Collection	Subject	Publisher	Contributors	Type	Format	Repository	Repository Collection Guide	Contact and Ordering Information	Language	Relation	Rights	Audience	File name	Cite As	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Shrimping Operations43653	Lobster shrimp from the catch of 40 Fathom 39 on the conveyor belt.	Southeast	73	43347	12/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1218	1218	1219.jp2	/p16313coll52/image/1219.jp2
Loading and Unloading Tugs and Barges	Members of crew of Esso Louisiana, diesel powered towboat, crossing an oil barge of Esso Standard Oil Company, Baton Rouge, Louisiana.	Southeast	67	65617	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1219	1219	1220.jp2	/p16313coll52/image/1220.jp2
Fueling the Fishing Fleet, Russellt	The 40 Fathom 39 refueling her tanks with 750 gallons of oil at the ESSO dock station in Golden Meadow, Louisiana.  This amount of fuel is a ten day supply.	Southeast	73	43350	12/1/1946	Roberts, Martha M.	Golden Meadosq	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1220	1220	1221.jp2	/p16313coll52/image/1221.jp2
Shrimping Operations43653	The 40 Fathom 39 loading up with 9 tons of ice for a ten day trawling trip on the Gulf of Mexico.	Southeast	73	43351	12/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1221	1221	1222.jp2	/p16313coll52/image/1222.jp2
Refinery Docks General Views	The Esso Louisiana, diesel powered river towboat, pushing an oil barge into position to form a tow.  The State Capitol building in Baton Rouge Louisiana's in the background.	Southeast	67	65622	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1222	1222	1223.jp2	/p16313coll52/image/1223.jp2
Fueling the Fishing Fleet, Russellt	The 40 Fathom 39 refueling her tanks with 750 gallons of oil at the ESSO dock station in Golden Meadow, Louisiana.	Southeast	73	43352	12/1/1946	Roberts, Martha M.	Golden Meadosq	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1223	1223	1224.jp2	/p16313coll52/image/1224.jp2
Portraits	Sugar cane truck drivers shooting craps while waiting for their turn to unload their trucks of cane at the Duhe and Bourgeois Company Inc., Jeanerette, Louisiana.	Southeast	55	43585	11/1/1946	Roberts, Martha M.	Jeanerette	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1224	1224	1225.jp2	/p16313coll52/image/1225.jp2
Sugar Cane Mill	Sugar cane trucks waiting to be unloaded at the Duhe and Bourgeois Inc., Jeaneretee, Louisiana.  This mill grinds 2500 tons of cane per day during the three months of sugar cane harvesting season and makes both sugar and molasses.	Southeast	76	43588	11/1/1946	Roberts, Martha M.	Jeanerette	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1225	1225	1226.jp2	/p16313coll52/image/1226.jp2
Sugar Cane Mill	Raw sugar flowing into centrifugal machine or drying machine at the Iberia Sugar Co-op, New Iberia, Louisiana.  This mill produces 420,000 lbs. of unrefined sugar per day during the three months of sugar cane harvesting.	Southeast	76	43589	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1226	1226	1227.jp2	/p16313coll52/image/1227.jp2
Light Ends Plant	Detail of new light ends unit at the Baton Rouge refinery of Esso Standard Oil Company.	Southeast	66	65623	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1227	1227	1228.jp2	/p16313coll52/image/1228.jp2
Sugar Cane Mill	Sugar cane trucks lines up on road leading to the Iberia Sugar Co-Op, New Iberia, Louisiana, and waiting their turn to be unloaded at the mill.	Southeast	76	43591	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1228	1228	1229.jp2	/p16313coll52/image/1229.jp2
Sugar Cane Harvest	The Thompson Mechanical Harvester cutting cane in the sugar cane fields of W. Prescott Foster, Franklin, Louisiana.	Southeast	76	43599	11/1/1946	Roberts, Martha M.	Franklin	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1229	1229	1230.jp2	/p16313coll52/image/1230.jp2
Light Ends Plant	Overhead support of petroleum product pipes in tank battery area south of new light ends unit at the Baton Rouge refinery of Esso Stand Oil Company.	Southeast	66	65624	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1230	1230	1231.jp2	/p16313coll52/image/1231.jp2
Sugar Cane Mill	The Loisel Sugar Company, Jeanerette, Louisiana.  This mill grinds approximately 1200 tons of cane per day during the three motnhs of sugar cane harvesting.	Southeast	76	43606	11/1/1946	Roberts, Martha M.	Jeanerette	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1231	1231	1232.jp2	/p16313coll52/image/1232.jp2
Houses	Sugar Cane workers' houses on Highway 25 near New Iberia, Louisiana.	Southeast	55	43608	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1232	1232	1233.jp2	/p16313coll52/image/1233.jp2
Corn Syrup Mill	Perpart, Louisiana.  Grinding cane at the 22 year old home owned, syrup mill of Leonie Dseroit.	Southeast	76	43610	11/1/1946	Roberts, Martha M.	Bayou Pier Part	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1233	1233	1234.jp2	/p16313coll52/image/1234.jp2
Sugar Cane Harvest	The Thompson Mechanical Harvester cutting 290 type cane in the cane fields of Leon Braquet, Loreauville, Louisiana.  Mr. Braquet has 1200 acres of sugar cane and he hauls on the average of 10-15 tons of cane per day, during the three months cane harvestin	Southeast	76	43613	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1234	1234	1235.jp2	/p16313coll52/image/1235.jp2
Sugar Cane Harvest	Unloading cane from tractor trailer into cane truck at the weighing scale of Leon Landry, New Iberia, Louisiana.	Southeast	76	43618	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1235	1235	1236.jp2	/p16313coll52/image/1236.jp2
Sugar Cane Harvest	The Thompson ""Hurry Cane"" loader loading sugar cane into tractor trailer in the cane fields of Leon Braquet, Loreauville, Louisiana.	Southeast	76	43622	11/1/1946	Roberts, Martha M.	Loreauville	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1236	1236	1237.jp2	/p16313coll52/image/1237.jp2
Sugar Cane Harvest	Freshly cut sugar cane in the field.	Southeast	76	43624	11/1/1946	Roberts, Martha M.	Houma	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1237	1237	1238.jp2	/p16313coll52/image/1238.jp2
Pipe Stills	#7 pipe stills ( atmospheric unit on left; vacuum on right) at the Baton Rouge refinery of Esso Standard Oil Company.	Southeast	66	65625	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1238	1238	1239.jp2	/p16313coll52/image/1239.jp2
Portraits	Two sugar cane workers sit awhile in the cane field and peel some cane for chewing.	Southeast	55	43626	11/1/1946	Roberts, Martha M.		Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1239	1239	1240.jp2	/p16313coll52/image/1240.jp2
Light Ends Plant	Looking north-northeast at new light ends unit at the Baton Rouge Refinery of Esso Standard Oil Company.	Southeast	66	65626	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1240	1240	1241.jp2	/p16313coll52/image/1241.jp2
Sugar Cane Mill	A 350 lb. bag of unrefined sugar which has been processed at the Iberia Sugar Co-op, New Iberia, Louisiana. This mill produces on the average of 420,000 lbs of unrefined sugar daily during the three month cnae harvesting season.  Unrefined sugar from the	Southeast	76	43628	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1241	1241	1242.jp2	/p16313coll52/image/1242.jp2
Houses	Peter Doucette, a sugar cane worker's son, sitting on an old fence in front of his house at Loreauville, Louisiana.	Southeast	55	43630	11/1/1946	Roberts, Martha M.	Loreauville	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1242	1242	1243.jp2	/p16313coll52/image/1243.jp2
Sugar Cane Mill	A sugar mill worker wheeling a 350 lb. bag of unrefined sugar from inside the iberia Sugar Co-Op, new Iberia, Louisiana out to a boxcar where the sugar will be shipped to the Colonial Sugar Mills for refining.	Southeast	76	43631	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1243	1243	1244.jp2	/p16313coll52/image/1244.jp2
Pipe Stills	#8 Pipe stills( left and center) looking toward one of the fluid catalytic cracking units at the Baton Rouge refinery of Esso Standard Oil Company.	Southeast	66	65628	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1244	1244	1245.jp2	/p16313coll52/image/1245.jp2
Pipe Stills	#7 pipe stills ( atmospheric unit on left; vacuum on right) at the Baton Rouge refinery of Esso Standard Oil Company.	Southeast	66	65630	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1245	1245	1246.jp2	/p16313coll52/image/1246.jp2
Instrument Pontoon	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Instrument unit of seismograph crew is mounted on aluminum pontoon for work in marshes.  Member of this unit who is seen paddling piroque will contact drilling unit.	Southeast	70	67473	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1246	1246	1247.jp2	/p16313coll52/image/1247.jp2
Pipe Stills	Atmospheric unit of #7 pipe stills at the Baton Rouge Refinery of Esso Standard Oil Company.	Southeast	66	65631	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1247	1247	1248.jp2	/p16313coll52/image/1248.jp2
Pipe Stills	Vacuum unit of #7 pipe stills at the Baton Rouge Refinery of Esso Standard Oil Company.	Southeast	66	65632	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1248	1248	1249.jp2	/p16313coll52/image/1249.jp2
Instrument Pontoon	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Instrument unit of seismograph crew is mounted on aluminum pontoon for easy sliding over marsh grass and for quick transportation over water.  The pontoon is usually	Southeast	70	67474	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1249	1249	1250.jp2	/p16313coll52/image/1250.jp2
Light Ends Plant	Detail of new light ends unit at the Baton Rouge refinery of Esso Standard Oil Company.	Southeast	66	65633	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1250	1250	1251.jp2	/p16313coll52/image/1251.jp2
Instrument Pontoon	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Instrument unit of seismograph crew is mounted on aluminum pontoon for easy sliding over marsh grass and for quick transportation over water.  The pontoon is usually	Southeast	70	67475	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1251	1251	1252.jp2	/p16313coll52/image/1252.jp2
Light Ends Plant	Detail of new light ends unit at the Baton Rouge refinery of Esso Standard Oil Company.	Southeast	66	65634	9/1/1949	Lee, Russell	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1252	1252	1253.jp2	/p16313coll52/image/1253.jp2
Drilling Shot Holes	Seismograph operations of Humble Oil and Refining Company near Golden Meadow, Louisiana.  Drilling unit of seismograph crew working in marshes using mash buggy.  Member of instrument unit of crew has just landed from pirogue and will contact drilling crew	Southeast	70	67472	5/1/1950	Lee, Russell	Golden Meadow	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1253	1253	1254.jp2	/p16313coll52/image/1254.jp2
Portraits	E.J. Melancon, yard man at the Iberia Sugar Co-op, New Iberia, Louisiana.	Southeast	55	43632	11/1/1946	Roberts, Martha M.	New Iberia	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1254	1254	1255.jp2	/p16313coll52/image/1255.jp2
