Title	Author	Date	Physical description	Language	Type	Geographic focus	Subject	Description	Location of originals	Repository Collection	Repository Collection Guide	Contributors	Notes	Publisher	Format	Relation	Rights	Contact and Ordering Information	Cataloged Date	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 3	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/81	81	82.jp2	/p15140coll18/image/82.jp2
Page 4	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/82	82	83.jp2	/p15140coll18/image/83.jp2
Page 5	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/83	83	84.jp2	/p15140coll18/image/84.jp2
Page 6	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/84	84	85.jp2	/p15140coll18/image/85.jp2
Page 7	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/85	85	86.jp2	/p15140coll18/image/86.jp2
Page 8	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/86	86	87.jp2	/p15140coll18/image/87.jp2
Page 9	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/87	87	88.jp2	/p15140coll18/image/88.jp2
Page 10	Moyse, Hermann, 1891-1985	circa 1917 spring	5 pages.	en	correspondence	Baton Rouge (La.)	Correspondence	This folder contains 11 letters from Hermann Moyse to his parents, Simon and Flora Moyse, and to Rosalie Gottlieb, written while he was in a small town in France (1 letter), in Baton Rouge (La.), and at Citizens Training Camp at Fort Logan H. Roots in Arkansas (9 letters).	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/88	88	89.jp2	/p15140coll18/image/89.jp2
Page 1	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/89	89	90.jp2	/p15140coll18/image/90.jp2
Page 2	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/90	90	91.jp2	/p15140coll18/image/91.jp2
Page 3	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/91	91	92.jp2	/p15140coll18/image/92.jp2
Page 4	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/92	92	93.jp2	/p15140coll18/image/93.jp2
Page 5	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/93	93	94.jp2	/p15140coll18/image/94.jp2
Page 6	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/94	94	95.jp2	/p15140coll18/image/95.jp2
Page 7	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/95	95	96.jp2	/p15140coll18/image/96.jp2
Page 8	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/96	96	97.jp2	/p15140coll18/image/97.jp2
Page 9	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/97	97	98.jp2	/p15140coll18/image/98.jp2
Page 10	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/98	98	99.jp2	/p15140coll18/image/99.jp2
Page 11	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/99	99	100.jp2	/p15140coll18/image/100.jp2
Page 12	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/100	100	101.jp2	/p15140coll18/image/101.jp2
Page 13	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/101	101	102.jp2	/p15140coll18/image/102.jp2
Page 14	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/102	102	103.jp2	/p15140coll18/image/103.jp2
Page 15	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/103	103	104.jp2	/p15140coll18/image/104.jp2
Page 16	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/104	104	105.jp2	/p15140coll18/image/105.jp2
Page 17	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/105	105	106.jp2	/p15140coll18/image/106.jp2
Page 18	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/106	106	107.jp2	/p15140coll18/image/107.jp2
Page 19	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/107	107	108.jp2	/p15140coll18/image/108.jp2
Page 20	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/108	108	109.jp2	/p15140coll18/image/109.jp2
Page 21	Moyse, Hermann, 1891-1985	circa 1917 May	8 pages	en	correspondence	Fort Logan H. Roots (Ark.)	World War, 1914-1918; Military training camps--Arkansas	This letter from Moyse to Gottlieb describes his first impressions of life at Citizens Training Camp at Fort Logan H. Roots, including mealtimes, lodging, the initial physical examination [the recruits were 'declared fit to be shot at and to shoot'], and daily activities.	Mss. 4671, Box 1a: 4	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/109	109	110.jp2	/p15140coll18/image/110.jp2
Page 1	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/110	110	111.jp2	/p15140coll18/image/111.jp2
Page 2	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/111	111	112.jp2	/p15140coll18/image/112.jp2
Page 3	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/112	112	113.jp2	/p15140coll18/image/113.jp2
Page 4	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/113	113	114.jp2	/p15140coll18/image/114.jp2
Page 5	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/114	114	115.jp2	/p15140coll18/image/115.jp2
Page 6	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/115	115	116.jp2	/p15140coll18/image/116.jp2
Page 7	Moyse, Hermann, 1891-1985	1917 June 9	5 pages.	en	correspondence	Fort Logan H. Roots (Ark.)	Military training camps--Arkansas	Moyse writes to Gottlieb about his time at Citizens Training Camp at Fort Logan H. Roots in Arkansas, describing a recent talk by a major sent by General Leonard Woods in which the major urges the young recruits to 'devote ourselves to the work in hand so that when we took charge of men those men would have a sporting chance at least.'  Moyse also writes of recent social events including a Zeta Beta Tau fraternity dance.	Mss. 4671, Box 1a: 3	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-05-13	2010-05-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/116	116	117.jp2	/p15140coll18/image/117.jp2
